Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
GBR-ZOETISPV-2022-UK-00253,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1696228&_xt=AER&_xf=pdf""> AER </a>",2022-02-17 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Alopecia NOS, Dermatitis",1,1,
GBR-ZOETISPV-2022-UK-00262,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1696230&_xt=AER&_xf=pdf""> AER </a>",2022-02-17 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00263,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1696287&_xt=AER&_xf=pdf""> AER </a>",2022-02-17 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Diarrhoea,1,1,
GBR-ZOETISPV-2022-UK-00275,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1698992&_xt=AER&_xf=pdf""> AER </a>",2022-02-23 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Localised skin reaction,1,1,
GBR-ZOETISPV-2022-UK-00308,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1699501&_xt=AER&_xf=pdf""> AER </a>",2022-02-24 00:00:00,Veterinarian,United Kingdom,UNKNOWN,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Lack of efficacy - NOS,5,5,
GBR-ZOETISPV-2022-UK-00322,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1699974&_xt=AER&_xf=pdf""> AER </a>",2022-02-25 00:00:00,Other health care professional,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00331,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1701706&_xt=AER&_xf=pdf""> AER </a>",2022-03-02 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,"DERMIPRED 5 MG TABLETS FOR DOGS, PREDNISOLONE CEVA 10, PREDNISOLONE CEVA 20, PREDNISOLONE CEVA 5 MG COMPRIMES POUR CHIENS, Prednisolone 1% 10 mg/ml Oplossing voor injectie, Prednisolone 2,5% suspensie voor injectie voor honden, Prednisolone 2.5 % Oplossing voor injectie, Prednisolone 20 mg Kela 20 mg Tablet, Prednisolone 5 mg Kela 5 mg Tablet, Solensia 7 mg/ml - Solution for injection","Decreased drinking, Inappetence",1,1,
GBR-ZOETISPV-2022-UK-00335,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1702109&_xt=AER&_xf=pdf""> AER </a>",2022-03-03 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Somali cat,Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00336,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1697948&_xt=AER&_xf=pdf""> AER </a>",2022-02-21 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Behavioural disorder NOS, Biting - pruritus (see also Behavioural disorders)",1,1,
GBR-ZOETISPV-2022-UK-00346,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1702142&_xt=AER&_xf=pdf""> AER </a>",2022-03-03 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Elevated blood urea nitrogen (BUN), Polydipsia, Regenerative anaemia, Weight loss",1,1,
GBR-ZOETISPV-2022-UK-00348,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1700599&_xt=AER&_xf=pdf""> AER </a>",2022-02-28 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Diarrhoea,1,1,
GBR-ZOETISPV-2022-UK-00349,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1701133&_xt=AER&_xf=pdf""> AER </a>",2022-03-01 00:00:00,Other health care professional,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Alopecia, Anxiety, Lethargy (see also Central nervous system depression in Neurological)",1,1,
GBR-ZOETISPV-2022-UK-00352,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1700706&_xt=AER&_xf=pdf""> AER </a>",2022-02-28 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Incoordination, Unable to jump, Weight loss, Wide-base stance",1,1,
GBR-ZOETISPV-2022-UK-00355,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1702148&_xt=AER&_xf=pdf""> AER </a>",2022-03-03 00:00:00,Veterinarian,United Kingdom,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Anaemia NOS,1,1,
GBR-ZOETISPV-2022-UK-00374,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1702646&_xt=AER&_xf=pdf""> AER </a>",2022-03-04 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Dermatitis, Excoriation",1,1,
GBR-ZOETISPV-2022-UK-00380,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1703720&_xt=AER&_xf=pdf""> AER </a>",2022-03-08 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg  - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml  - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml  - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam surrendered - 1 mg  - Chewable tablet (dogs), Metacam surrendered - 2.5 mg - Chewable tablet (dogs), Metacam surrendered - 5 mg/ml - Solution for injection (dogs), Solensia 7 mg/ml - Solution for injection","Cardiac arrest, Death, Partial lack of efficacy",1,1,1
GBR-ZOETISPV-2022-UK-00396,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1705386&_xt=AER&_xf=pdf""> AER </a>",2022-03-10 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Death by euthanasia, Increased respiratory rate, Pale mucous membrane, Pleural effusion",1,1,1
GBR-ZOETISPV-2022-UK-00410,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1703800&_xt=AER&_xf=pdf""> AER </a>",2022-03-08 00:00:00,Animal owner,United Kingdom,MALE,Cat,Cat (other),"Solensia 7 mg/ml - Solution for injection, Thyronorm 5 mg/ml Oral Solution for Cats","Death by euthanasia, Dullness, Falling, Lameness, Limb weakness, Neurological signs NOS, Stroke",1,1,1
GBR-ZOETISPV-2022-UK-00412,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1705429&_xt=AER&_xf=pdf""> AER </a>",2022-03-10 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Localised itching, Pruritus",1,1,
GBR-ZOETISPV-2022-UK-00451,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1705830&_xt=AER&_xf=pdf""> AER </a>",2022-03-11 00:00:00,Veterinarian,United Kingdom,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Injection site pain,3,3,
GBR-ZOETISPV-2022-UK-00452,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1703803&_xt=AER&_xf=pdf""> AER </a>",2022-03-08 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Moist dermatitis, Skin scab",1,1,
GBR-ZOETISPV-2022-UK-00456,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1705842&_xt=AER&_xf=pdf""> AER </a>",2022-03-11 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Pruritus,1,1,
GBR-ZOETISPV-2022-UK-00458,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1707243&_xt=AER&_xf=pdf""> AER </a>",2022-03-15 00:00:00,Other health care professional,United Kingdom,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Skin lesion NOS,1,1,
GBR-ZOETISPV-2022-UK-00478,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1707874&_xt=AER&_xf=pdf""> AER </a>",2022-03-16 00:00:00,Veterinarian,United Kingdom,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Death by euthanasia, Pleural effusion",1,1,1
GBR-ZOETISPV-2022-UK-00495,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1706554&_xt=AER&_xf=pdf""> AER </a>",2022-03-14 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00498,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1719072&_xt=AER&_xf=pdf""> AER </a>",2022-04-07 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Death by euthanasia, Fracture, Immediate pain upon injection, Osteosarcoma",1,1,1
GBR-ZOETISPV-2022-UK-00503,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1707213&_xt=AER&_xf=pdf""> AER </a>",2022-03-15 00:00:00,Veterinarian,United Kingdom,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Skin lesion NOS, Skin scab",1,1,
GBR-ZOETISPV-2022-UK-00506,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1709990&_xt=AER&_xf=pdf""> AER </a>",2022-03-22 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,"Convenia 80 mg/ml  - Powder and solvent for solution for injection, Solensia 7 mg/ml - Solution for injection",Ataxia,1,1,
GBR-ZOETISPV-2022-UK-00507,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1708885&_xt=AER&_xf=pdf""> AER </a>",2022-03-18 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00511,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1709914&_xt=AER&_xf=pdf""> AER </a>",2022-03-22 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Burmese,Solensia 7 mg/ml - Solution for injection,"Elevated blood urea nitrogen (BUN), Hypertension, Muscle tremor, Seizure NOS",1,1,
GBR-ZOETISPV-2022-UK-00516,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1718919&_xt=AER&_xf=pdf""> AER </a>",2022-04-07 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Skin lesion NOS,1,1,
GBR-ZOETISPV-2022-UK-00523,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1719120&_xt=AER&_xf=pdf""> AER </a>",2022-04-07 00:00:00,Veterinarian,United Kingdom,MALE,Cat,British Blue,Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00529,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1718968&_xt=AER&_xf=pdf""> AER </a>",2022-04-07 00:00:00,Other health care professional,United Kingdom,MALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00530,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1710017&_xt=AER&_xf=pdf""> AER </a>",2022-03-22 00:00:00,Veterinarian,United Kingdom,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00541,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000071298&_xt=AER&_xf=pdf""> AER </a>",2022-10-06 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Excessive ear wax, Otitis externa, Skin lesion NOS",1,1,
GBR-ZOETISPV-2022-UK-00549,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000037379&_xt=AER&_xf=pdf""> AER </a>",2022-08-02 00:00:00,Animal owner,United Kingdom,FEMALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Alopecia general, Excessive chewing, licking and/or grooming, Excoriation, Self trauma",1,1,
GBR-ZOETISPV-2022-UK-00551,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1718973&_xt=AER&_xf=pdf""> AER </a>",2022-04-07 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Immediate pain upon injection,1,1,
GBR-ZOETISPV-2022-UK-00575,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1708517&_xt=AER&_xf=pdf""> AER </a>",2022-03-17 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg  - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml  - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml  - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam surrendered - 1 mg  - Chewable tablet (dogs), Metacam surrendered - 2.5 mg - Chewable tablet (dogs), Metacam surrendered - 5 mg/ml - Solution for injection (dogs), Solensia 7 mg/ml - Solution for injection",Partial lack of efficacy,1,1,
GBR-ZOETISPV-2022-UK-00578,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1713396&_xt=AER&_xf=pdf""> AER </a>",2022-03-29 00:00:00,Veterinarian,United Kingdom,FEMALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,"Destructive behaviour, Restlessness, Vocalisation",1,1,
GBR-ZOETISPV-2022-UK-00580,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1713452&_xt=AER&_xf=pdf""> AER </a>",2022-03-29 00:00:00,Veterinarian,United Kingdom,MALE,Cat,Crossbred Feline/cat,Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
