New Line No. ,New line no.,Current System Organ Class (SOC) Term,Current SOC Key,Current High Level Term (HLT),Current HLT Key,Current Preferred Term (PT),Current PT Key,Current Low Level Term (LLT),Current LLT Key,Current Term Type
1294,504380,Mammary gland disorders,11,Milk production disorders,76,High somatic cell count,3098,High somatic cell count,3099,A
1295,400531,Mammary gland disorders,11,Milk production disorders,76,Lactation change,950,Agalactia,531,A
1296,400533,Mammary gland disorders,11,Milk production disorders,76,Lactation change,950,Alteration of milk quality,533,A
1297,402745,Mammary gland disorders,11,Milk production disorders,76,Lactation change,950,Lactation change NOS,2745,C
1298,400534,Mammary gland disorders,11,Milk production disorders,76,Lactation change,950,Milk drop,534,A
1299,400535,Mammary gland disorders,11,Milk production disorders,76,Lactation change,950,Milk production decrease,535,A
1300,400536,Mammary gland disorders,11,Milk production disorders,76,Lactation change,950,Milk production increase,536,A
1301,402122,Mammary gland disorders,11,Milk production disorders,76,Lactation change,950,Onset of lactation,2122,C
1302,400537,Mammary gland disorders,11,Teat disorders,77,External teat disorder,334,External teat disorder,537,A
1303,401116,Mammary gland disorders,11,Teat disorders,77,External teat disorder,334,Teat discolouration,1116,A
1304,401117,Mammary gland disorders,11,Teat disorders,77,External teat disorder,334,Teat nodules,1117,A
1305,402628,Mammary gland disorders,11,Teat disorders,77,External teat disorder,334,Teat ulcer,2628,A
1306,400538,Mammary gland disorders,11,Teat disorders,77,Teat canal disorder,335,Teat canal disorder,538,A
1307,403034,Medication and product use errors,20,Accidental exposure to product,3019,Accidental exposure,3027,Accidental exposure,3034,C
1308,403035,Medication and product use errors,20,Administration errors and issues,3020,Administration error NOS,3028,Administration error NOS,3035,C
1309,402672,Medication and product use errors,20,Administration errors and issues,3020,Needlestick injury,1108,Needlestick injury,2672,C
1310,403036,Medication and product use errors,20,Administration errors and issues,3020,Overdose,3029,Overdose,3036,C
1311,403037,Medication and product use errors,20,Administration errors and issues,3020,Underdose,3030,Underdose,3037,C
1312,504381,Medication and product use errors,20,Device use issues,3023,Device use issues NOS,3031,Accidental device injury,3100,C
1313,403038,Medication and product use errors,20,Device use issues,3023,Device use issues NOS,3031,Device use issues NOS,3038,C
1314,403039,Medication and product use errors,20,Intentional misuse,3024,Intentional misuse,3032,Intentional misuse,3039,C
1315,402282,Medication and product use errors,20,Medication and product use errors NOS,3018,Medication error NOS,3026,Medication error NOS,2282,C
1316,403040,Medication and product use errors,20,Prescribing errors and issues,3025,Prescribing error,3033,Prescribing error,3040,C
1317,400539,Metabolism and nutrition disorders,12,Congenital metabolic disorders,78,Congenital metabolic disorder,336,Congenital metabolic disorder,539,C
1319,400548,Metabolism and nutrition disorders,12,Food intolerance syndromes,80,Food intolerance syndrome,340,Food allergy diarrhoea and/or constipation,548,C
1320,400547,Metabolism and nutrition disorders,12,Food intolerance syndromes,80,Food intolerance syndrome,340,Food intolerance syndrome,547,C
1321,402019,Metabolism and nutrition disorders,12,Metabolism and nutrition disorders,234,Metabolism and nutrition disorder NOS,924,Metabolism and nutrition disorder NOS,2019,C
1322,400550,Metabolism and nutrition disorders,12,Nutritional and vitamin disorders,81,Trace element disorder,341,Selenium deficiency syndrome,550,A
1323,402020,Metabolism and nutrition disorders,12,Nutritional and vitamin disorders,81,Trace element disorder,341,Selenium toxicity signs,2020,A
1324,400549,Metabolism and nutrition disorders,12,Nutritional and vitamin disorders,81,Trace element disorder,341,Trace element disorder,549,C
1325,400552,Metabolism and nutrition disorders,12,Nutritional and vitamin disorders,81,Vitamin disorder,342,Vitamin deficiency,552,C
1326,400551,Metabolism and nutrition disorders,12,Nutritional and vitamin disorders,81,Vitamin disorder,342,Vitamin disorder,551,C
1327,400561,Metabolism and nutrition disorders,12,Other metabolic disorders,82,Copper deficiency signs,348,Copper deficiency signs,561,A
1328,400554,Metabolism and nutrition disorders,12,Other metabolic disorders,82,Copper toxicity signs,344,Copper toxicity signs,554,A
1329,400558,Metabolism and nutrition disorders,12,Other metabolic disorders,82,Hypocalcaemic condition,347,Eclampsia,558,C
1330,400560,Metabolism and nutrition disorders,12,Other metabolic disorders,82,Hypocalcaemic condition,347,Hypocalcaemic condition,560,C
1331,400559,Metabolism and nutrition disorders,12,Other metabolic disorders,82,Hypocalcaemic condition,347,Milk fever,559,C
1332,400564,Metabolism and nutrition disorders,12,Other metabolic disorders,82,Hypomagnesaemic condition,349,Hypomagnesaemic condition,564,C
1333,400563,Metabolism and nutrition disorders,12,Other metabolic disorders,82,Hypomagnesaemic condition,349,Staggers (grass),563,A
1334,401668,Metabolism and nutrition disorders,12,Other metabolic disorders,82,Other metabolic disorder,823,Other metabolic disorder,1668,C
1335,400569,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Arthritis,569,C
1336,402527,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Haemarthrosis,2527,C
1337,400570,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Joint effusion,570,C
1338,400571,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Joint inflammation,571,C
1339,400572,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Joint oedema,572,C
1340,400573,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Joint stiffness,573,C
1341,400568,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Joint swelling,568,C
1342,400574,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Polyarthritis,574,C
1343,401899,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Septic arthritis,1899,C
1344,401792,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Stiff knee,1792,C
1345,401816,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthritis,352,Swollen joint,1816,C
1347,401335,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthropathy NOS,722,Arthropathy NOS,1335,C
1348,400575,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthrosis,353,Arthrosis,575,C
1349,400576,Musculoskeletal disorders,13,Bone and joint disorders,83,Arthrosis,353,Polyarthrosis,576,C
1350,400577,Musculoskeletal disorders,13,Bone and joint disorders,83,Bone and joint disorder NOS,354,Bone and joint disorder NOS,577,C
1351,402243,Musculoskeletal disorders,13,Bone and joint disorders,83,Bone and joint disorder NOS,354,Joint cartilage disorder NOS,2243,C
1352,402465,Musculoskeletal disorders,13,Bone and joint disorders,83,Bone and joint disorder NOS,354,Joint ligament disorder NOS,2465,A
1353,400578,Musculoskeletal disorders,13,Bone and joint disorders,83,Bone and joint disorder NOS,354,Knuckling,578,C
1354,400579,Musculoskeletal disorders,13,Bone and joint disorders,83,Cartilage degeneration,355,Cartilage degeneration,579,C
1355,400580,Musculoskeletal disorders,13,Bone and joint disorders,83,Crystal arthropathy,356,Crystal arthropathy,580,C
1356,400581,Musculoskeletal disorders,13,Bone and joint disorders,83,Crystal arthropathy,356,Gout,581,C
1357,400583,Musculoskeletal disorders,13,Bone and joint disorders,83,Delayed fracture union,357,Delayed fracture union,583,C
1358,400582,Musculoskeletal disorders,13,Bone and joint disorders,83,Delayed fracture union,357,Malunion,582,C
1359,400584,Musculoskeletal disorders,13,Bone and joint disorders,83,Delayed fracture union,357,Pseudoarthrosis,584,C
1360,400585,Musculoskeletal disorders,13,Bone and joint disorders,83,Fracture,358,Fracture,585,C
1361,400587,Musculoskeletal disorders,13,Bone and joint disorders,83,Joint pain NOS,359,Joint ache,587,C
1362,400588,Musculoskeletal disorders,13,Bone and joint disorders,83,Joint pain NOS,359,Joint pain,588,C
1363,400586,Musculoskeletal disorders,13,Bone and joint disorders,83,Joint pain NOS,359,Joint pain NOS,586,C
1364,402912,Musculoskeletal disorders,13,Bone and joint disorders,83,Luxation/subluxation,2911,Luxation/subluxation,2912,C
1365,400589,Musculoskeletal disorders,13,Bone and joint disorders,83,Metaphyseal osteopathy,360,Metaphyseal osteopathy,589,C
1366,400590,Musculoskeletal disorders,13,Bone and joint disorders,83,Osteochondritis,361,Osteochondritis,590,C
1367,400591,Musculoskeletal disorders,13,Bone and joint disorders,83,Osteochondritis,361,Osteochondritis dissecans,591,C
1368,400592,Musculoskeletal disorders,13,Bone and joint disorders,83,Osteomyelitis,362,Osteomyelitis,592,C
1369,401948,Musculoskeletal disorders,13,Bone and joint disorders,83,Panosteitis,1179,Panosteitis,1948,C
1370,401118,Musculoskeletal disorders,13,Bone and joint disorders,83,Polyarthropathy NOS,1180,Polyarthropathy NOS (see also PT Immune-mediated polyarthropathy),1118,C
1371,402244,Musculoskeletal disorders,13,Bone and joint disorders,83,Spondylopathy,857,Spondylitis,2244,C
1372,402379,Musculoskeletal disorders,13,Bone and joint disorders,83,Spondylopathy,857,Spondylopathy,2379,C
1373,401788,Musculoskeletal disorders,13,Bone and joint disorders,83,Spondylopathy,857,Spondylosis,1788,C
1374,400593,Musculoskeletal disorders,13,Bone and joint disorders,83,Subchondrial bone cyst,363,Subchondrial bone cyst,593,C
1375,400596,Musculoskeletal disorders,13,Bone and joint disorders,83,Torticollis,364,Lateral neck deviation,596,C
1376,400594,Musculoskeletal disorders,13,Bone and joint disorders,83,Torticollis,364,Torticollis,594,C
1377,400595,Musculoskeletal disorders,13,Bone and joint disorders,83,Torticollis,364,Wry neck,595,C
1378,400597,Musculoskeletal disorders,13,Congenital musculo-skeletal disorders,84,Congenital musculo-skeletal disorder,365,Congenital musculo-skeletal disorder,597,C
1379,402865,Musculoskeletal disorders,13,Congenital musculo-skeletal disorders,84,Congenital musculo-skeletal disorder,365,Congenital umbilical hernia,2865,C
1380,400598,Musculoskeletal disorders,13,Connective tissue disorders NOS,85,Connective tissue disorder NOS,366,Connective tissue disorder NOS,598,C
1381,402467,Musculoskeletal disorders,13,Connective tissue disorders NOS,85,Connective tissue disorder NOS,366,Fasciitis,2467,C
1382,400599,Musculoskeletal disorders,13,Intervertebral disc disorders,86,Intervertebral disc disease,1010,Discus prolapse,599,C
1383,402579,Musculoskeletal disorders,13,Intervertebral disc disorders,86,Intervertebral disc disease,1010,Intervertebral disc disease,2579,C
1384,504382,Musculoskeletal disorders,13,Jaw disorders,87,Jaw disorder,368,Clenched jaw,3101,C
1385,400600,Musculoskeletal disorders,13,Jaw disorders,87,Jaw disorder,368,Jaw disorder,600,C
1386,401949,Musculoskeletal disorders,13,Jaw disorders,87,Jaw disorder,368,Jaw pain,1949,C
1387,402580,Musculoskeletal disorders,13,Ligament disorders,245,Ligament rupture,1011,Ligament rupture,2580,C
1388,402581,Musculoskeletal disorders,13,Ligament disorders,245,Ligament rupture,1011,Torn ligament,2581,C
1389,401613,Musculoskeletal disorders,13,Metabolic bone disorders,88,Metabolic bone disorder NOS,802,Metabolic bone disorder NOS,1613,C
1390,402124,Musculoskeletal disorders,13,Metabolic bone disorders,88,Osteodystrophy,369,Hypertrophic osteodystrophy,2124,C
1391,400601,Musculoskeletal disorders,13,Metabolic bone disorders,88,Osteodystrophy,369,Osteodystrophy,601,C
1392,400602,Musculoskeletal disorders,13,Metabolic bone disorders,88,Osteodystrophy,369,Rubber beak/jaw,602,A
1393,400603,Musculoskeletal disorders,13,Metabolic bone disorders,88,Osteomalacia,370,Osteomalacia,603,C
1394,504384,Musculoskeletal disorders,13,Metabolic bone disorders,88,Osteoporosis,3102,Osteoporosis,3103,C
1395,400606,Musculoskeletal disorders,13,Muscular disorders,89,Muscle ischaemia,372,Muscle anaemia,606,C
1396,400607,Musculoskeletal disorders,13,Muscular disorders,89,Muscle ischaemia,372,Muscle ischaemia,607,C
1397,400608,Musculoskeletal disorders,13,Muscular disorders,89,Muscle pain,373,Muscle pain,608,C
1398,400609,Musculoskeletal disorders,13,Muscular disorders,89,Muscle stiffness,374,Muscle stiffness,609,C
1399,401793,Musculoskeletal disorders,13,Muscular disorders,89,Muscle stiffness,374,Stiffness limb,1793,C
1400,401277,Musculoskeletal disorders,13,Muscular disorders,89,Muscle weakness,1182,Asthenia,1277,C
1402,401496,Musculoskeletal disorders,13,Muscular disorders,89,Muscle weakness,1182,Generalised weakness,1496,C
1403,401121,Musculoskeletal disorders,13,Muscular disorders,89,Muscle weakness,1182,Limb weakness,1121,C
1404,401594,Musculoskeletal disorders,13,Muscular disorders,89,Muscle weakness,1182,Loss of strength,1594,C
1405,401629,Musculoskeletal disorders,13,Muscular disorders,89,Muscle weakness,1182,Muscle weakness NOS,1629,C
1406,401023,Musculoskeletal disorders,13,Muscular disorders,89,Muscle weakness,1182,Weakness,1023,C
1407,402841,Musculoskeletal disorders,13,Muscular disorders,89,Musculoskeletal cramp,1195,Cramp NOS,2841,C
1408,402468,Musculoskeletal disorders,13,Muscular disorders,89,Myopathy,375,Muscle contracture,2468,C
1409,401119,Musculoskeletal disorders,13,Muscular disorders,89,Myopathy,375,Muscle degeneration,1119,C
1410,400611,Musculoskeletal disorders,13,Muscular disorders,89,Myopathy,375,Muscle wasting,611,C
1411,400610,Musculoskeletal disorders,13,Muscular disorders,89,Myopathy,375,Myopathy,610,C
1412,400613,Musculoskeletal disorders,13,Muscular disorders,89,Myositis,376,Muscle inflammation,613,C
1413,401245,Musculoskeletal disorders,13,Muscular disorders,89,Myositis,376,Muscle necrosis,1245,C
1414,400612,Musculoskeletal disorders,13,Muscular disorders,89,Myositis,376,Myositis,612,C
1415,402631,Musculoskeletal disorders,13,Muscular disorders,89,Myositis,376,Polymyositis,2631,C
1416,400614,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Hyperextension,377,Hyperextension,614,C
1417,402725,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Lameness,378,Hip dysplasia,2725,C
1418,400615,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Lameness,378,Lameness,615,C
1419,402768,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Lameness,378,Limb non-weight bearing,2768,C
1420,401990,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Lameness,378,Limping,1990,C
1421,400616,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Laminitis,379,Founder,616,C
1422,400617,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Laminitis,379,Laminitis,617,C
1423,402769,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Cervical pain,2769,C
1424,402870,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Difficulty getting in car,2870,C
1425,402869,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Difficulty going up/down stairs,2869,C
1426,402868,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Difficulty standing,2868,C
1427,402726,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Difficulty to rise,2726,C
1428,401989,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Gait abnormality,1989,C
1429,402397,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Head down,2397,C
1430,402390,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Lumbar pain,2390,C
1431,401120,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Musculoskeletal disorder NOS,1120,C
1432,402021,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Musculoskeletal pain,2021,C
1433,402632,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Plantigrade posture,2632,A
1434,504385,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Spinal pain NOS,3104,C
1435,401950,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Stiff gait,1950,C
1436,401794,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Stiffness NOS,1794,C
1437,402394,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Unable to jump,2394,C
1438,402389,Musculoskeletal disorders,13,Musculoskeletal disorders,90,Musculoskeletal disorder NOS,640,Walking on tiptoes,2389,C
1439,400621,Musculoskeletal disorders,13,Synovial and bursa disorders,92,Bursitis,383,Bursitis,621,C
1440,400623,Musculoskeletal disorders,13,Synovial and bursa disorders,92,Synovitis,384,Synovitis,623,C
1441,400622,Musculoskeletal disorders,13,Synovial and bursa disorders,92,Synovitis,384,Windgall,622,A
1442,400624,Musculoskeletal disorders,13,Synovial and bursa disorders,92,Synovitis,384,Windpuff,624,A
1443,400625,Musculoskeletal disorders,13,Tendon disorders,93,Tendinitis,385,Tendinitis,625,C
1444,400626,Musculoskeletal disorders,13,Tendon disorders,93,Tendon injury,386,Tendon injury,626,C
1445,400627,Musculoskeletal disorders,13,Tendon disorders,93,Tendon rupture,387,Tendon rupture,627,C
1446,400030,Neoplasia,2913,Application site neoplasms,2914,Application site sarcoma,17,Application site sarcoma,30,C
1447,402309,Neoplasia,2913,Cardiac neoplasms,2915,Cardiac neoplasm NOS,980,Cardiac neoplasm NOS,2309,C
1448,402916,Neoplasia,2913,Cardiac neoplasms,2915,Cardiac neoplasm NOS,980,Heart base tumour NOS,2916,C
1449,402311,Neoplasia,2913,Cardiac neoplasms,2915,Chemodectoma,2917,Chemodectoma,2311,C
1450,402918,Neoplasia,2913,Connective tissue neoplasms,2919,Fibrosarcoma,554,Fibrosarcoma,2918,C
1451,400916,Neoplasia,2913,Connective tissue neoplasms,2919,Fibrosarcoma,554,Skin fibrosarcoma,916,C
1452,400919,Neoplasia,2913,Connective tissue neoplasms,2919,Myofibrosarcoma,557,Myofibrosarcoma,919,C
1453,400924,Neoplasia,2913,Connective tissue neoplasms,2919,Spindle cell tumour,560,Spindle cell tumour,924,C
1454,402353,Neoplasia,2913,Digestive tract neoplasms,2920,Digestive tract adenoma,2921,Digestive tract adenoma,2353,C
1455,402923,Neoplasia,2913,Digestive tract neoplasms,2920,Digestive tract carcinoma,2922,Digestive tract adenocarcinoma,2923,C
1456,402924,Neoplasia,2913,Digestive tract neoplasms,2920,Digestive tract carcinoma,2922,Digestive tract carcinoma,2924,C
1457,400307,Neoplasia,2913,Digestive tract neoplasms,2920,Digestive tract neoplasm NOS,189,Digestive tract neoplasm NOS,307,C
1458,402355,Neoplasia,2913,Digestive tract neoplasms,2920,Gastro intestinal stromal tumour (gist),2925,Gastro intestinal stromal tumour (gist),2355,C
1459,402927,Neoplasia,2913,Endocrine neoplasms,47,Adrenal gland tumour,2926,Adrenal gland tumour,2927,C
1460,400386,Neoplasia,2913,Endocrine neoplasms,47,Endocrine neoplasm NOS,239,Endocrine neoplasm NOS,386,C
1461,402932,Neoplasia,2913,Endocrine neoplasms,47,Insulinoma,2928,Insulinoma,2932,C
1462,402933,Neoplasia,2913,Endocrine neoplasms,47,Thyroid adenoma,2929,Thyroid adenoma,2933,C
1463,402934,Neoplasia,2913,Endocrine neoplasms,47,Thyroid carcinoma,2930,Thyroid adenocarcinoma,2934,C
1464,402935,Neoplasia,2913,Endocrine neoplasms,47,Thyroid carcinoma,2930,Thyroid carcinoma,2935,C
1465,402936,Neoplasia,2913,Endocrine neoplasms,47,Thyroid tumour NOS,2931,Thyroid tumour NOS,2936,C
1466,402941,Neoplasia,2913,Exocrine pancreatic neoplasms,2937,Pancreatic adenocarcinoma,2938,Pancreatic adenocarcinoma,2941,C
1467,402942,Neoplasia,2913,Exocrine pancreatic neoplasms,2937,Pancreatic adenoma,2939,Pancreatic adenoma,2942,C
1468,402943,Neoplasia,2913,Exocrine pancreatic neoplasms,2937,Pancreatic tumour NOS,2940,Pancreatic tumour NOS,2943,C
1469,400353,Neoplasia,2913,External ear neoplasms,2944,Aural neoplasia NOS,222,Aural neoplasia NOS,353,C
1470,401987,Neoplasia,2913,Eye neoplasms,2945,Eye neoplasm NOS,913,Eye neoplasm NOS,1987,C
1471,400762,Neoplasia,2913,Female reproductive tract neoplasms,117,Female reproductive tract neoplasm NOS,450,Female reproductive tract neoplasm NOS,762,C
1472,402176,Neoplasia,2913,Female reproductive tract neoplasms,117,Female reproductive tract neoplasm NOS,450,Ovarian neoplasm,2176,C
1473,402111,Neoplasia,2913,Female reproductive tract neoplasms,117,Female reproductive tract neoplasm NOS,450,Uterine neoplasm,2111,C
1474,402947,Neoplasia,2913,Haemopoietic neoplasms,17,Haemangioma,2946,Haemangioma,2947,C
1475,402310,Neoplasia,2913,Haemopoietic neoplasms,17,Haemangiosarcoma,935,Auricular haemangiosarcoma,2310,C
1476,402955,Neoplasia,2913,Haemopoietic neoplasms,17,Haemangiosarcoma,935,Cutaneous haemangiosarcoma,2955,C
1477,402072,Neoplasia,2913,Haemopoietic neoplasms,17,Haemangiosarcoma,935,Haemangiosarcoma,2072,C
1478,402956,Neoplasia,2913,Haemopoietic neoplasms,17,Haemangiosarcoma,935,Splenic haemangiosarcoma,2956,C
1479,400170,Neoplasia,2913,Haemopoietic neoplasms,17,Haemopoietic neoplasm NOS,104,Haemopoietic neoplasm NOS,170,C
1480,400171,Neoplasia,2913,Haemopoietic neoplasms,17,Leukaemia,105,Leukaemia,171,C
1481,400176,Neoplasia,2913,Haemopoietic neoplasms,17,Lymphoma,110,Lymphoma,176,C
1482,400172,Neoplasia,2913,Haemopoietic neoplasms,17,Lymphoma,110,Lymphosarcoma,172,C
1483,402375,Neoplasia,2913,Haemopoietic neoplasms,17,Lymphoma,110,Renal lymphoma,2375,C
1484,402729,Neoplasia,2913,Haemopoietic neoplasms,17,Mast cell tumour,1131,Mast cell tumour,2729,C
1485,402950,Neoplasia,2913,Haemopoietic neoplasms,17,Myeloma,2948,Multiple myeloma,2950,C
1486,402951,Neoplasia,2913,Haemopoietic neoplasms,17,Myeloma,2948,Myeloma,2951,C
1487,402952,Neoplasia,2913,Haemopoietic neoplasms,17,Plasmacytoma,2949,Cutaneous plasmacytoma,2952,C
1488,402953,Neoplasia,2913,Haemopoietic neoplasms,17,Plasmacytoma,2949,Extramedullary plasmacytoma,2953,C
1489,402954,Neoplasia,2913,Haemopoietic neoplasms,17,Plasmacytoma,2949,Plasmacytoma,2954,C
1490,401977,Neoplasia,2913,Haemopoietic neoplasms,17,Splenic neoplasm NOS,910,Splenic neoplasm NOS,1977,C
1491,402959,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary adenoma,2957,Biliary cyst adenoma,2959,C
1492,402960,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary adenoma,2957,Hepatic adenoma,2960,C
1493,402961,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary adenoma,2957,Hepato-biliary adenoma,2961,C
1494,402962,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary carcinoma,2958,Cholangiocarcinoma,2962,C
1495,402963,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary carcinoma,2958,Hepato-biliary carcinoma,2963,C
1496,402964,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary carcinoma,2958,Hepatocellular carcinoma,2964,C
1497,402576,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary neoplasm NOS,312,Biliary neoplasm,2576,C
1498,400507,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary neoplasm NOS,312,Hepatic neoplasm,507,C
1499,400506,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary neoplasm NOS,312,Hepatic tumour,506,C
1500,402574,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary neoplasm NOS,312,Hepato-biliary neoplasm,2574,C
1501,400505,Neoplasia,2913,Hepato-biliary neoplasms,69,Hepato-biliary neoplasm NOS,312,Liver tumour,505,C
1502,400065,Neoplasia,2913,Implant site neoplasms,2965,Implant site sarcoma,38,Implant site sarcoma,65,A
1503,400101,Neoplasia,2913,Injection site neoplasms,2966,Injection site sarcoma,60,Injection site sarcoma,101,C
1504,400768,Neoplasia,2913,Male reproductive tract neoplasms,121,Male reproductive tract neoplasm NOS,456,Male reproductive tract neoplasm NOS,768,C
1505,400529,Neoplasia,2913,Mammary gland neoplasms,75,Mammary gland neoplasm NOS,328,Mammary gland neoplasm NOS,529,C
1506,402969,Neoplasia,2913,Mesothelial tumours,2967,Mesothelioma,2968,Mesothelioma,2969,C
1507,402312,Neoplasia,2913,Mesothelial tumours,2967,Mesothelioma,2968,Mesothelioma (pericardial tumour),2312,C
1508,402284,Neoplasia,2913,Mesothelial tumours,2967,Mesothelioma,2968,Mesothelioma (peritoneal tumour),2284,C
1509,402370,Neoplasia,2913,Mesothelial tumours,2967,Mesothelioma,2968,Mesothelioma (pleural tumour),2370,C
1510,400618,Neoplasia,2913,Musculoskeletal neoplasms,91,Chondrosarcoma,380,Chondrosarcoma,618,C
1511,401122,Neoplasia,2913,Musculoskeletal neoplasms,91,Musculoskeletal neoplasm NOS,641,Musculoskeletal neoplasm NOS,1122,C
1512,400619,Neoplasia,2913,Musculoskeletal neoplasms,91,Osteosarcoma,381,Osteosarcoma,619,C
1513,400620,Neoplasia,2913,Musculoskeletal neoplasms,91,Rhabdomyosarcoma,382,Rhabdomyosarcoma,620,C
1514,402352,Neoplasia,2913,Neoplasia NOS,240,Carcinoma NOS,2970,Adenocarcinoma NOS,2352,C
1515,402971,Neoplasia,2913,Neoplasia NOS,240,Carcinoma NOS,2970,Carcinoma NOS,2971,C
1516,401926,Neoplasia,2913,Neoplasia NOS,240,Metastatic neoplasia,894,Metastatic neoplasia,1926,C
1517,401927,Neoplasia,2913,Neoplasia NOS,240,Metastatic neoplasia,894,Metastatic tumour,1927,C
1518,402369,Neoplasia,2913,Neoplasia NOS,240,Metastatic neoplasia,894,Pulmonary metastases,2369,C
1519,401928,Neoplasia,2913,Neoplasia NOS,240,Neoplasia NOS,895,Neoplasia NOS,1928,C
1520,402279,Neoplasia,2913,Neoplasia NOS,240,Neoplasia NOS,895,Secondary malignancy,2279,C
1521,402973,Neoplasia,2913,Neoplasia NOS,240,Sarcoma NOS,2972,Sarcoma NOS,2973,C
1522,402109,Neoplasia,2913,Neoplasia NOS,240,Tumour lysis syndrome,945,Tumour lysis syndrome,2109,C
1523,504386,Neoplasia,2913,Nervous system neoplasms,100,Nervous system neoplasm,406,Brain tumour,3105,C
1524,400669,Neoplasia,2913,Nervous system neoplasms,100,Nervous system neoplasm,406,Nervous system neoplasm,669,C
1525,400794,Neoplasia,2913,Prostatic neoplasms,2974,Prostatic tumour,478,Prostatic tumour,794,C
1526,401917,Neoplasia,2913,Respiratory tract neoplasms,139,Pulmonary neoplasm,890,Lung tumour,1917,C
1527,401918,Neoplasia,2913,Respiratory tract neoplasms,139,Pulmonary neoplasm,890,Pulmonary neoplasm,1918,C
1528,400888,Neoplasia,2913,Respiratory tract neoplasms,139,Respiratory tract neoplasm NOS,533,Respiratory tract neoplasm NOS,888,C
1529,402977,Neoplasia,2913,Skin adnexal neoplasms,2975,Apocrine gland tumour,2976,Anal sac adenocarcioma,2977,C
1530,402978,Neoplasia,2913,Skin adnexal neoplasms,2975,Apocrine gland tumour,2976,Apocrine gland adenocarcinoma,2978,C
1531,402979,Neoplasia,2913,Skin adnexal neoplasms,2975,Apocrine gland tumour,2976,Apocrine gland tumour,2979,C
1532,401407,Neoplasia,2913,Skin and appendages neoplasms,146,Dermoid cyst,2980,Dermoid cyst,1407,C
1533,400917,Neoplasia,2913,Skin and appendages neoplasms,146,Histiocytoma,555,Histiocytoma,917,C
1534,400918,Neoplasia,2913,Skin and appendages neoplasms,146,Melanoma,556,Melanoma,918,C
1535,400920,Neoplasia,2913,Skin and appendages neoplasms,146,Papilloma,558,Papilloma,920,C
